source_node,target_node,edge_type
4083,4662,neg_statement
4314,4662,neg_statement
699,4662,neg_statement
2117,4662,neg_statement
3110,4662,neg_statement
2116,4662,neg_statement
2624,4662,neg_statement
3978,4662,neg_statement
3477,4662,neg_statement
3628,4662,neg_statement
4156,4662,neg_statement
3977,4576,neg_statement
3111,4576,neg_statement
2896,4576,neg_statement
4240,4576,neg_statement
4365,4576,neg_statement
565,4576,neg_statement
4315,4576,neg_statement
3845,4576,neg_statement
4289,4576,neg_statement
4082,4576,neg_statement
4333,4576,neg_statement
4083,4576,neg_statement
4314,4576,neg_statement
699,4576,neg_statement
2117,4576,neg_statement
3110,4576,neg_statement
2116,4576,neg_statement
2624,4576,neg_statement
3978,4576,neg_statement
3477,4576,neg_statement
3628,4576,neg_statement
4156,4576,neg_statement
3977,4663,neg_statement
3111,4663,neg_statement
2896,4663,neg_statement
4240,4663,neg_statement
4365,4663,neg_statement
565,4663,neg_statement
4315,4663,neg_statement
3845,4663,neg_statement
4289,4663,neg_statement
4082,4663,neg_statement
4333,4663,neg_statement
4083,4663,neg_statement
4314,4663,neg_statement
699,4663,neg_statement
2117,4663,neg_statement
3110,4663,neg_statement
2116,4663,neg_statement
2624,4663,neg_statement
3978,4663,neg_statement
3477,4663,neg_statement
3628,4663,neg_statement
4156,4663,neg_statement
3977,4664,neg_statement
3111,4664,neg_statement
2896,4664,neg_statement
4240,4664,neg_statement
4365,4664,neg_statement
565,4664,neg_statement
4315,4664,neg_statement
3845,4664,neg_statement
4289,4664,neg_statement
4082,4664,neg_statement
4333,4664,neg_statement
4083,4664,neg_statement
4314,4664,neg_statement
699,4664,neg_statement
2117,4664,neg_statement
3110,4664,neg_statement
2116,4664,neg_statement
2624,4664,neg_statement
3978,4664,neg_statement
3477,4664,neg_statement
3628,4664,neg_statement
4156,4664,neg_statement
3977,4505,neg_statement
3111,4505,neg_statement
2896,4505,neg_statement
4240,4505,neg_statement
4365,4505,neg_statement
565,4505,neg_statement
4315,4505,neg_statement
3845,4505,neg_statement
4289,4505,neg_statement
4082,4505,neg_statement
4333,4505,neg_statement
4083,4505,neg_statement
4314,4505,neg_statement
699,4505,neg_statement
2117,4505,neg_statement
3110,4505,neg_statement
2116,4505,neg_statement
2624,4505,neg_statement
3978,4505,neg_statement
3477,4505,neg_statement
3628,4505,neg_statement
4156,4505,neg_statement
3977,4665,neg_statement
3111,4665,neg_statement
2896,4665,neg_statement
4240,4665,neg_statement
4365,4665,neg_statement
565,4665,neg_statement
4315,4665,neg_statement
3845,4665,neg_statement
4289,4665,neg_statement
4082,4665,neg_statement
4333,4665,neg_statement
4083,4665,neg_statement
4314,4665,neg_statement
699,4665,neg_statement
2117,4665,neg_statement
3110,4665,neg_statement
2116,4665,neg_statement
2624,4665,neg_statement
3978,4665,neg_statement
3477,4665,neg_statement
3628,4665,neg_statement
4156,4665,neg_statement
3977,4666,neg_statement
3111,4666,neg_statement
2896,4666,neg_statement
4240,4666,neg_statement
4365,4666,neg_statement
565,4666,neg_statement
4315,4666,neg_statement
3845,4666,neg_statement
4289,4666,neg_statement
4082,4666,neg_statement
4333,4666,neg_statement
4083,4666,neg_statement
4314,4666,neg_statement
699,4666,neg_statement
2117,4666,neg_statement
3110,4666,neg_statement
2116,4666,neg_statement
2624,4666,neg_statement
3978,4666,neg_statement
3477,4666,neg_statement
3628,4666,neg_statement
4156,4666,neg_statement
3977,4667,neg_statement
3111,4667,neg_statement
2896,4667,neg_statement
4240,4667,neg_statement
4365,4667,neg_statement
565,4667,neg_statement
4315,4667,neg_statement
3845,4667,neg_statement
4289,4667,neg_statement
4082,4667,neg_statement
4333,4667,neg_statement
4083,4667,neg_statement
4314,4667,neg_statement
699,4667,neg_statement
2117,4667,neg_statement
3110,4667,neg_statement
2116,4667,neg_statement
2624,4667,neg_statement
3978,4667,neg_statement
3477,4667,neg_statement
3628,4667,neg_statement
4156,4667,neg_statement
127,4668,neg_statement
1059,4668,neg_statement
792,4668,neg_statement
679,4668,neg_statement
135,4668,neg_statement
3617,4668,neg_statement
631,4668,neg_statement
127,4669,neg_statement
1059,4669,neg_statement
792,4669,neg_statement
679,4669,neg_statement
135,4669,neg_statement
3617,4669,neg_statement
631,4669,neg_statement
127,4670,neg_statement
1059,4670,neg_statement
792,4670,neg_statement
679,4670,neg_statement
135,4670,neg_statement
3617,4670,neg_statement
631,4670,neg_statement
127,4671,neg_statement
1059,4671,neg_statement
792,4671,neg_statement
679,4671,neg_statement
135,4671,neg_statement
3617,4671,neg_statement
631,4671,neg_statement
127,4566,neg_statement
1059,4566,neg_statement
792,4566,neg_statement
679,4566,neg_statement
135,4566,neg_statement
3617,4566,neg_statement
631,4566,neg_statement
127,4672,neg_statement
1059,4672,neg_statement
792,4672,neg_statement
679,4672,neg_statement
135,4672,neg_statement
3617,4672,neg_statement
631,4672,neg_statement
127,4673,neg_statement
1059,4673,neg_statement
792,4673,neg_statement
679,4673,neg_statement
135,4673,neg_statement
3617,4673,neg_statement
631,4673,neg_statement
127,4674,neg_statement
1059,4674,neg_statement
792,4674,neg_statement
679,4674,neg_statement
135,4674,neg_statement
3617,4674,neg_statement
631,4674,neg_statement
127,4675,neg_statement
1059,4675,neg_statement
792,4675,neg_statement
679,4675,neg_statement
135,4675,neg_statement
3617,4675,neg_statement
631,4675,neg_statement
135,4676,neg_statement
127,4676,neg_statement
1059,4676,neg_statement
792,4676,neg_statement
679,4676,neg_statement
3617,4676,neg_statement
631,4676,neg_statement
127,4677,neg_statement
1059,4677,neg_statement
792,4677,neg_statement
679,4677,neg_statement
135,4677,neg_statement
3617,4677,neg_statement
631,4677,neg_statement
2119,4678,neg_statement
2125,4678,neg_statement
1660,4678,neg_statement
2135,4678,neg_statement
2491,4679,neg_statement
3468,4679,neg_statement
2491,4680,neg_statement
3468,4680,neg_statement
2491,4442,neg_statement
3468,4442,neg_statement
2491,4681,neg_statement
3468,4681,neg_statement
2491,4536,neg_statement
3468,4536,neg_statement
2491,4682,neg_statement
3468,4682,neg_statement
3750,4683,neg_statement
3950,4683,neg_statement
4019,4683,neg_statement
